label,sen
1,"A former Republican lawmaker who was close to Trump 's vice president , Mike Pence , Wilson would have been the first woman to take the Pentagon 's top job , if she had been nominated ."
1,"Vance would have access to money deposited into the fund , which in different circumstances he would not have had in the past ."
1,"`` Those are accidents that we really should have looked at and were not able to do that now because it 's gone , '' he said ."
1,This would have created additional burdens and costs and would not have enabled the industry to achieve the desired goals of the ICD-10 mandate .
1,"But its stateside underperformance would have felt much more pronounced had it not been for strong shipments in countries such as Mexico , Argentina , and Africa ."
1,"Pawlenty might have had a shot at a second-tier Cabinet post in a Romney administration , or he could have gone home to run for the U.S ."
1,"If it is the case that a business earns 18 per cent on capital over 20 or 30 years , should you have paid an expensive looking price , you 'll end up with a fine result , he added ."
1,He acknowledged that more testing could have helped address the problems but dismissed calls from Swiss politicians for compensation .
1,"`` If you had been invested in any of the other major grocery listed companies you would have done significantly worse than being invested in M & S , '' he said ."
1,"Imagine what might have been had 200,000 black troops been put in the field by the beginning of 1862 ."
1,Rivera - who would have been with the department for two years in May - had just finished a shift around 9 or 10 p.m .
1,"It would 've been hilarious if they had n't felt viewers were so stupid that a disclaimer reading , `` Dramatization -- -Do not attempt '' was necessary ."
1,"Kline : I think the reality is , any of the three potential suitors would be willing to sell off FX if it meant they could have access ."
1,UR : If I were him I would n't .
1,A worse combination could not have been struck had Dick Cheney stirred up this agreement in Donald Rumsfeld 's kitchen .
1,"`` Apotheker and Lane , HP knew that Oracle would not have signed the Hurd Agreement had it known of HP 's imminent plans , '' the filing says ."
1,"Breaking the monotonous narrative , a voice cried out , `` Sir , is that Uranus ? '' I 'm convinced that had the teacher merely rolled his eyes and said , `` Very original ... '' or something of the sort , the boy would have felt embarrassed and piped down ."
1,"If James Alex Fields had shouted something about ISIS or al-Qaida as he was pulled from his car after he plowed into counter-protesters in Charlottesville , Virginia , there would be little doubt about the charges ."
1,"Is the president suggesting that if it had been a white who had been shot , that would be OK because it did n't look like him ? That 's just nonsense dividing this country up ."
1,"In 2010 , reckons Marc Michael of New York Universitys Abu Dhabi campus , the number of girls born was 10 % lower than it would have been had the ratio been normal ."
1,"And there 's bad blood between the two : Boughton was Foley 's unwilling running-mate four years ago , and last year , Boughton claimed he 'd have done better if the lieutenant governor nominee had been a woman ."
1,"But its two other major businesses , pharmaceuticals and medical devices , would have fared poorly if they had not been propped up by the beaten-down dollar ."
1,"If not for human damage , the epidemic `` could have been prevented by spending less than 1 per cent of what is needed now '' , said Dr Frieden ."
1,"Kind of like if only people were `` nicer '' in some vague way , the world would be a better place ."
1,"Yet in spite of times I wish I did n't survive , the truth is , look at all I would have missed ."
1,"Even though less than half the port facilities had been rebuilt by that stage , within a year import volumes through the port had recovered fully and export volumes were nearly back to where they would have been without the disaster ."
1,"I wish I 'd practiced with people who would be able to be supportive , so I could have built up a foundation to better handle the shock of others ."
1,"A number of Republicans , including Reynolds , Secretary of Agriculture Bill Northey , and Cedar Rapids Mayor Ron Corbett , were considering running for what would have been an open seat if Branstad had simply retired ."
1,"If he had simply given the apartment to Eric for free , Trump could have incurred up to 40 percent tax on its market price ."
1,"However , had Sendek recommended buying Dendreon last week , his clients would have made a tidy profit `` at the current level . '' Brean Murray Carret & Co analyst Jonathan Aschoff was unmoved by Tuesday 's news and remains downright bearish on Dendreon ."
1,But it was never clear as to whether or not they would have felt true remorse about their motivation had they not been caught .
1,"If they were doing it now France would be on that list , says a fund manager ."
1,"`` I wish with every fiber in my body that we did n't have to come in and do what we did . '' Separately , Representative Paul Kanjorski told Reuters he had been informed that a large number of AIG 's counterparties were European ."
1,"If everyone can obey the law introduced in 2004 to discourage companies from pursuing takeovers to lower their corporate tax rate , the deal would have resulted in large personal tax bills for its executives and directors ."
1,"A Taliban leader had told Reuters that the talks , which would have been the fourth round with Khalilzad , would have involved a U.S ."
1,"Hillary Clinton should remember that if Al Gore had run on Bill Clinton 's record , the Supreme Court would not have had the chance to appoint George W Bush president ."
1,But Gotham City would have less traction if the complexity of its prey did not also foster uncertainty .
1,"Ms Scozzafava had been chosen by a party committee , which leads me to wonder if the press would 've kicked up such a fuss had Mr Hoffman merely beaten her in a Republican primary ."
1,"Our index shows the gap between where countries are now and where they would be if those entering the workforce had full health and complete , high-quality education ."
1,Is that the right approach ? I do n't think streaming through Netflix would have taken off if it had slapped a $ 2.99 surcharge on the perk .
1,"And if he touched down on our planet three billion years ago , his first experience , should he take off his flight helmet , would have been a quick death by asphyxiation ."
1,"She continued to belittle me , and I honestly think I would have gone along forever , still hoping to please her , had she not started in on my daughter ."
1,"Had the coup succeeded , Mr Brunson would have been crowned head of the CIA , one paper claimed ; south-eastern Turkey would have turned into a Christian Kurdish state , said another ."
1,"If you had done that , you would have sold at the absolute bottom and potentially missed out on more than a decade of strong gains ."
1,"The $ 5,000 you invested in Anheuser-Busch is now worth $ 5,700 ; the $ 5,000 you might have invested in Google would be worth $ 23,500 ."
1,"- Alix `` claims McKinsey 's restructuring unit , RTS , has received tens of millions of dollars in bankruptcy fees 'that it would not have otherwise earned had it disclosed its numerous connections to interested parties and conflicts of interests as required by law , ' '' according to the lawsuit , The Wall Street Journal reported at the time ."
1,"`` March 10 , 2000 ( Bethesda , Md . ) -- At the end of a grueling three-day meeting here , and without taking a formal vote , an advisory committee on gene therapy turned down a proposal Friday that assuming it had passed would have halted gene treatments except for patients in life-or-death situations . ''"
1,"JETBLUE CEO SLAMS 'BIG THREE ' : If United Airlines , Delta Air Lines and American Airlines were really serious about their claims that two Persian Gulf nations are violating the spirit of their Open Skies agreements , `` they probably would have followed the established DOT process , filing an official complaint ... ''"
1,If Partners had remained just Massachusetts General Hospital and the Brigham & Women 's Hospital I do n't think its executives and lobbyists would have to expend so much effort fending off the state .
1,"If Ms Whitman , a billionaire and former boss of eBay , had had her choice of topics , they would have been the evils of California 's belated budget , red tape and government waste , all of which she , as a tough businesswoman , promises to cut in an effort to create jobs ."
1,"`` The news media so totally disgraced itself in this election , if I were Trump I would just say no , '' Gingrich says ."
1,`` For the markets it 's a bit reassuring that he is leaving because if there were problems ahead he would stay . ''
1,"If that had come to pass , tonight I 'd be scrawling this post on a cell wall with a crayon stuck between my toes ."
1,"If the earned-income tax credit ( a cash transfer to the working poor ) were included , 2.4m children would have been lifted out of poverty ."
1,"That said , even if Friedman 's argument ( for illegal immigration ! ) did not founder on a simple mistake , it still would n't work as an argument against offering illegal residents a path to legal residency ."
1,"`` I wish I knew if we had hit the peak , '' Schuchat said ."
1,"They argued that the value of voting , so as to be able to say so if asked , would have been about twice as high in a presidential election , given that the average number of times asked is about twice as large , as other survey data show ."
1,`` His statement would have been more damning or damaging if it were slightly less personal . ''
1,"Sessions should have never recused himself , and if he was going to recuse himself , he should have told me before he took the job and I would have picked somebody else , ' Mr. Trump said.."
1,And Banks said Shannon would not have pushed the administration 's coal efforts if he made the trip .
1,For 2008 to 2010 they modelled what the numbers might have been had this trend continued and compared this with the actual numbers .
1,"If the individual fails at the task or misses the deadline , the person rationalizes the disappointment as being caused by the procrastination and thinks `` if I did n't wait until the last minute I would have done much better . '' If the individual succeeds , feelings of self-worth are elevated because desired results were achieved despite putting off the task ."
1,"If narcissism were a bar to office , I doubt we 'd have any politicians left , since running for office , underneath all the rhetoric about serving , pretty uniformly implies a sense of being something special ."
1,"`` Rather than thinking , ' I wish I could 've fixed this , ' if we can use these moments as a wake up call to think , ' I want to be more present and aware and connected and empathetic in general , ' - that would be so much more productive , '' said Dr. Gregory Dillon , assistant professor of medicine and psychiatry at Weill Cornell Medical College ."
1,"Supporters of the stimulus package assert that without it , unemployment would have been even more dire , and they may be right ."
1,"As Jean-Yves Le Drian , the defence minister , put it , there was a spectacular acceleration of the jihadists towards Bamako the day before the French strikes began : if nobody had intervened , Bamako would have fallen two or three days later ."
1,"While some former Obama administration officials say they now wish Mr. Obama had reacted more forcefully , they argue that if he had spoken out , Mr. Trump would have accused him of trying to rig the election ."
1,I wish I had n't spoken in such a patronizing tone .
1,It could have shown us what we had missed .
1,"`` She expressed to us that she would like to go out more if she could and that she 's reluctant to ask strangers for help , '' said Julia Liao , who studies product design ."
1,The backstop would not bind Britain to follow EU rules to avoid a 'chard ' customs border across the island of Ireland unless the current way had been changed by means of a new trade pact .
1,This would n't have been a huge deal if Ferrellgas had n't lost a key midstream customer during the deep energy downturn that started in mid-2014 .
1,"He taunts Mr Obama by saying that if his rival wanted to run against Mr Bush , he should have done so in 2004 ( thus reminding voters of his opponent 's youth and short service ) ."
1,"The recent scandal at paper company SCA , where board members were revealed to have used company aircraft to send family members on vacations to hunting lodges and to the London Olympic games , might have been swept under the rug in the old days ."
1,( Reagan 's performance would have been much worse had he not raised taxes 11 times to help make up the shocking shortfall . ) This chart shows just how dire the tax revenue drought has become .
1,"This would have been a much better study if they 'd differentiated between what very smart , smart , average , and below average guys want ."
1,"On Friday , he personally made clear to me that if the law were in place , the president would have no legal authority to ignore it - not even under some theory of inherent authority granted by Article II of the Constitution , as Vice President Cheney might argue ."
1,"If Mr. Market truly owned a perfect crystal ball , the stock would have soared when the Elpida deal was approved , and then only adjusted for normal business growth after that.."
1,"`` I would probably not have voted 'no ' if I 'd been in the southern Cypriot parliament because of the possible consequences and because I do n't think Cyprus should align itself with Russia , '' said Oezdemir , who is of Turkish origin ."
1,"However , we should have saved our billions and waited until natural language processing and SNOMED-CT was ready ( or a convergence of SNOMED-CT and ICD ideas such as will be implemented in ICD-11 ) ."
1,But I believe what I experienced could have been avoided had the throat swab been performed at the first visit on Thursday .
1,"Were he to try the same with Pfizer 's unit , he would require 10 times that amount because of Pfizer 's organizational structure ."
1,"`` That should be our number one priority , not just shareholders , investors or CEOs of companies . '' Obama said a lot of the pain and suffering caused by the housing crisis could have been avoided if there had been more effective regulation in place ."
1,"It initially found that while the suspensions were effective in limiting the escalation of market uncertainty , the managers could have done a better job at communicating the problems to investors ."
1,"`` We should not be surprised if additional cases are identified among the healthcare providers who had close contact with this patient before the patient was isolated and special precautions were implemented , '' said Dr. Schuchat.."
1,"Now what : Noting Magic Software 's results would have been significantly better had it not been for a negative $ 1.5 million hit to revenue from currency devaluation , CEO Guy Bernstein stated he was `` pleased '' with the operating results ."
1,"Had I done that , I might have looked at stocks like , well , how about Gartner , which is a really remarkable tech consulting company ? Its ticker symbol is IT , which is a pretty good ticker symbol to have these days ."
1,"In a mildly aggrieved tweet ( `` Not claiming bad faith by @ The Economist ... '' ) , he implied that Lexington should have quoted his views on the reform more fully ."
1,If every supporter had given $ 20 - chump change for the biggest ever battle yet for civil rights - they could have delivered $ 14 million overnight .
1,I almost wish I had .
1,"( For more details , please see `` If Dogs Truly Were Human They Would Be Jerks , '' an essay that is based on a longer piece highlighting numerous errors . ) And , after repeatedly misrepresenting dogs as if all were the same , the author , Stephen Budiansky , concluded , `` Let 's face it : If dogs truly were human they would be jerks . ''"
1,The delivery numbers would have been much higher had it not been for the restrictions imposed by the military on China 's airspace for security reasons .
1,`` Bill might have been more relaxed and less afraid if I 'd been there all night . ''
1,"`` If you think about the long-term implications of what might have been if it ( the moratorium ) had been left standing , it could 've gone a long way to tightening supply and really driven up prices . ''"
1,"If they were afraid of needles , or just the thought of the approaching surgery makes them upset , then it would have been better for them to be asleep for the procedure ."
1,"`` They should have given him back a long time ago , and Turkey has in my opinion acted very , very badly , '' Trump told reporters at the White House on Friday , referring to Brunson ."
1,I wish I had a solution .
1,"However , writing this as a young American Black male - with all the lifetime experiences this implies - I 'm in the dubious position to always ponder what might have happened had I been Brock Turner , or what could happen should I ever unwittingly become embroiled in a sexually-related criminal case ."
1,"If Mr Heffernan had been picking up a sign for himself , or if he had asserted his personal support for the candidacy of Mr Spagnola ( who happened to be his friend ) , his claim would have been vindicated without a visit to the Supreme Court ."
1,"`` Jackson Hole would have been more influential on markets if we thought Draghi or Yellen would say something pertaining to policy , '' said Wunderlich Securities Chief Market Strategist Art Hogan ."
1,"If you had asked Benjamin Graham , the godfather of value investing , the answer would be a resounding no ."
1,"`` They feel that if they had done it directly , they could have got a slightly better deal or could have hedged their foreign exchange risk to some extent , '' said an oil ministry source ."
1,"With their adamant opposition to economic stimulus other than tax cuts , that 's far more jobs than would have been the case if Republicans had been in charge ."
1,"If my husband had not married me , he would have lived without me.Yes , I am bitter ."
1,Circuit - where they could have started had they invoked the DTA procedure .
1,"Were Clinton to finally acknowledge that she wo n't be the nominee , step aside , and let Obama focus on defeating John McCain , Obama would be able to outspend McCain by an even larger margin than he 's outspending Clinton ."
1,"`` If the United Kingdom had been led by Ardern we might still have had Brexit , but we would not have ended up with this national humiliation , a divided society and an imperiled economy , '' Tony Blair 's former chief of staff wrote in The Guardian in March ."
1,"Democrats say that to appreciate what a big win this was , all you have to do is think about what the coverage would have been like if the decision had gone the other way ."
1,"That means regulators overseeing those institutions need to devote many more resources to supervising them than they would have done a decade ago and that they should devote all of the resources of the planet , since then they would be able to manage the situation far easier ."
1,"Stern is an expert at trapping people like this , so if Trump had disagreed in any way , Stern would then have asked , `` Oh , so you do n't think she 's a piece of ass ? '' And Trump would have to explain even more about the use of the term ."
1,"It does not compare graduates earnings to what they would have earned , had they skipped college ."
1,"`` Now , I wish I would have walked away . ''"
1,"Looking back , if Ireland were a publicly traded stock , I probably would have loaded up on shares ."
1,"`` If we had gotten here any later , they probably would be dead , '' said Joshua Priest , a Border Patrol agent ."
1,"`` `` The response showed that the country was much better prepared to respond to a pandemic compared to a few years ago , since should a pandemic have occurred just a few short years ago it would have caused countless deaths , '' he said . ''"
1,"The researchers behind the Health Affairs study estimated that if the people who said they would drop insurance in the absence of a penalty had not been enrolled in a health plan , premiums would have been 4 to 7 percent higher that year ."
1,A few misguided people think America could have won the war if it had shown greater resolve .
1,"Even if he had Supreme Court sided with Timbs , it does not mean the Land Rover is his even in that case ."
1,I wonder how my day would have progressed if I had not taken time to unwind .
1,This model may have continued through DS9 had they hired any other actor to portray Captain Sisko .
1,If I had given my dog her choice and not used counter-conditioning to change her emotional state she would never have been able to walk past a storm drain or trash can ! Trust in the human is important for sure and it 's admirable to want to build trust in a variety of ways .
1,"Given that you would have had to pay capital gains tax all along , you might end up with around $ 6,800 in your pocket ."
1,"Of course , even had a sizable chunk of independents voted in our primary , we still would n't have had double the Republican turnout ."
1,"However , on an adjusted basis , our earning on operations would have been $ 0.12 cents a share if not for our commodity positions ( contracts ) which are marked to market at the end of the period and resulted in a net unrealized loss of $ 0.06 cents per share ."
1,"Free trade and patent protections are not going to create jobs , and that tax incentives for job creation should be framed as a big idea from a Democratic administration would be laughable were it not so infuriating ."
1,"The people in that company ended up far more liberal than they would have been if they 'd gone into different industries in Arkansas or Iowa , not only because of osmosis , but for job-related reasons ."
1,"If Carnival had tried to project the price of fuel for the remainder of the year in March , it could have easily enough issued an outlook incorporating the price increases of the last three months -- if it had foreseen them ."
1,"While Mitt Romney certainly does n't excite conservatives-if he did , he would have had the Republican primary race locked up well before today as we approach the Iowa caucuses two days hence-he also is not as abhorrent to voters who are looking for something different as , say , Newt Gingrich might be ."
1,"Inside the GOP caucus : Senators told us that Marco Rubio would have more endorsements if not for Graham , who has kept many politicians on the sidelines as he mounted his improbable run ."
1,`` You 're telling people what 's wrong . '' Masucci says they had ended up stepping over boundaries they would have never imagined crossing .
1,"If he did n't have advanced symptoms by the time he landed in Lagos , he could have gone on a plane and traveled to Brussels , Atlanta , Beijing , or wherever his business might have taken him ."
1,"Where would we be if the Boston Globe had not broken the case of the Catholic Priests or in the latest case of Dr. Nassar , the fearless work of the IndiStar ."
1,"We would have some payments which are due , which we could pay if we could make money come out of thin air ."
1,"Perhaps if he had come forward , admitted his actions and explained how he had since evolved , the calls for his resignation would not be so loud ."
1,"If Olie Kolzig had gotten red-hot , maybe the Germans might have made it past the opening rounds ."
1,"`` I wish I had an answer , '' Indiana State Police Superintendent Doug Carter said to reporters ."
1,I was curious about whether other women felt the same way I did - encouraged by the uptick in female candidates yet exasperated that the phenomenon is still characterized as some chromosomal anomaly that could n't have happened without a man .
1,"If you had put $ 1,000 into this stock -- it 's a real stock , remember -- in 1980 and early in 2008 , you would have $ 47,000 in principal gains ."
1,"If we felt any respect or reverence for natural phenomena , and any sense of connection to them , then it would have been impossible for us to exploit and abuse our environment to this extent ."
1,"Even if one assumes the EU and ECB are treated the same as private creditors , the overall haircut would still have to be a whopping 68 percent to return the Greek debt ratio to that level ."
1,"Whether it makes sense or not , I often feel like he would n't have had an affair if I 'd been more attentive to how alone we both felt ."
1,"That being said , $ 400 million to $ 500 million of the organic growth capex it intends to invest through 2019 came via assets acquired from this most recent drop down transaction , so it would n't have much , if any , organic growth if it was n't for this transaction ."
1,And so I think that what that means is that were in something like uncharted territory if were thinking about how far the unemployment rate can go because if we had been this low in the past wed already see inflation 1 % or 2 % higher than what we see right now .
1,"Toronto transition costs consist of direct relocation costs , duplicate costs ( such as rent expense , utility costs , depreciation charges , and personnel costs ) incurred during the transition period , as well as cease-use costs incurred in connection with idle or vacated portions of the relevant premises that we would not have incurred but for these relocations ."
1,"But in 2003 , when a pandemic known as severe acute respiratory syndrome hit the region , Mr Liu was forced to take his company online - `` I would n't have entered ecommerce had n't it been for Sars , '' he once told the Financial Times - and expand his product offerings ."
1,"The board praised DeVos for scaling back the rules , writing that they `` did far more to ensure gainful employment for lawyers and government than they helped students . '' The editorial continues : `` One irony is that many more students might be gainfully employed today if the Obama Administration had n't spent so much energy pursuing an ideological crusade against for-profits . ''"
1,"Sorry about that , kids , but fixing it would have cost 2 % of GDP and we decided you 'd rather have that than have an ocean ."
1,Even though the truth was that Bush administration was able to fill out over 113 of those applications since 9/11 ( the total applications in the FISA court 's 23 year history ? 46 . ) Then there was the lie that the government could have prevented the 9/11 attacks had it not had to ask the FISA court for a wiretap .
1,The insurer could have asked other questions and learned facts that would have been relevant to your policy 's expected cost .
1,"At the start of the mosquito season , even if there were just a single male and female Aedes in Manhattan in April , and 75 percent of their offspring were killed , that would still leave 800 million by October ."
1,"`` You could have reconstituted that military in our employ in a heartbeat , '' Faddis said , `` and instead of 160,000 Americans trying to be police , firemen and everything else , you would have had the Iraqi military running checkpoints and we never would have had all the chaos . ''"
1,But what would have happened if my cards had been stolen ? I had some false assurance that I could disable two of them via an online banking app .
1,"If the previous guideline had been followed , said Dr. Stone in an email to Healthline , about 16 percent of Americans would have been prescribed statins ."
1,"`` It would be great if all women of childbearing age , for their own benefit and their future child 's benefit , could be on an optimal diet , '' McCabe said ."
1,"He said that KKK had wanted to cut costs and that three guards was not sufficient for a building of that size , saying it should have been at least twice that number ."
1,"`` Yet , a simple vaccination could have prevented many of these cases . '' Whooping cough can take one to three weeks for signs and symptoms to appear ."
1,"Moreover , his anti-HIV antibody levels continue to decline , which would not happen if there were still HIV present to stimulate antibody production ."
1,"`` If there was something they could do , I think they would have already done it , '' Uno said ."
1,"But if I had n't and needed a helpful local loan , no such thing would be coming , not quickly for sure ."
1,"Pop quiz : If Obama had left Bowe to rot and die in a Taliban prison , would these assholes be celebrating and whooping it up , or would they be screaming for Obama 's impeachment for `` abandoning our boy '' ? It 's not a trick question ."
1,"If they had just let me go while supporting me , telling me their opinion , and telling me they love me , then I would have mellowed out ."
1,"Moreover , Trump 's expressed views on international affairs suggested he had a more or less realist perspective on foreign policy that might have served him well - if he had really meant it and grasped its implications ."
1,"Stanislaw Lem might have thought he had it right , if these water worlds had turned up while he was alive ."
1,"If Texas were not in the Union , Barack Obama would have won the Electoral College 389-147 instead of 365-173 ( note that there are two fewer votes total , because there would be two fewer Senators ) ."
1,A whiff of Margaret Thatcher and her battles for a budget rebate ? The zealots on the Tory backbenches wish it were so .
1,"If Apple had never pursued capital returns , in which case it would have never needed to issue debt , it would be worth over $ 1 trillion and have nearly $ 470 billion in cash on the balance sheet ."
1,"If the Town Board had let its chaplains know that they should speak in nonsectarian terms , common to diverse religious groups , then no one would have valid grounds for complaint ."
1,concluded that 20 percent of patients transported by helicopter would have died had they not had the service of the air ambulance .
1,People who use EpiPens wish we had more choices .
1,"`` If this chemical had not smelled like licorice would we have known it was there ? `` -by murrayewv : `` The sweet smell of licorice is lingering in the March air as once again , our chemical industry is careless with crude MCHM . ''"
1,"Ramani said if his business revenue had n't grown over the past several years , he might have shifted more of the health cost burden onto his employees ."
1,"A person that knows how fragile life is in so many ways that ca n't take for granted what I might have done if I had not faced sadness , adversity , abandonment and grief ."
1,"Importantly , the study did not have a comparison group , so we do n't know how long the men would have lived for if they had been given another treatment or no treatment at all ."
1,"`` I think we can do that faster , I think we should have done it faster , and I think we 'll be able to accelerate this next time . ''"
1,`` Tomar says these findings suggest that snuff use may be keeping smokers in the market who otherwise might have quit on the condition that they had quite snuff . ''
1,"So not that he should n't have made a decision about whether the president obstructed justice or not in a criminal sense , but that concurrent with that , he should have put out more of their evidence or analysis to fill out the public picture ."
1,"Haefner , who said she would have run for Wagner 's suburban St. Louis seat if the Wagner had jumped into the Senate race , says she 'll meet with national Republicans about a bid ."
1,"But had he talked to attorneys at Kasowitz Benson Torres , he would have compromised himself ."
1,"I feel certain to this day that had that not happened I would have continued to live a life that I felt I was , should be living ."
1,"It 's conventional wisdom to believe that the president gave away the public option for which he had campaigned , while accepting the mandate he campaigned against , and again the arguments are largely about what he might have gotten had he tried ."
1,"If the origin of money were purely private , these shocks should have had no monetary effects ."
1,"And most of them were medical problems that could have been prevented if they had gotten appropriate medical care , preventive care , when they were much younger ."
1,"Had she known any of that while pregnant , Ms. Sweet might have reduced her chances of contracting CMV with diligent hand-washing , especially after diaper changes , and not sharing utensils or food with her son , Henry , then 2 and in day care.."
1,The OEMs should now know that -- if they had n't already gotten the message -- Microsoft intends to compete with them in a much broader fashion than it has in the past .
1,"If I had not been willing to take it on , I would n't be here . ' ..."
1,"It 's not even clear to me that if Baucus and Kerry had jointly made an agreement , that the two of them would have done it , either ."
1,"Walker , whose job creation record as governor has been abysmal , also suggested that employers tell him they 'd hire more people if only they could find drug-free applicants ."
1,`` Even if he had referred to that ( a deal ) I would have just ignored ¡­ ''
1,"Asked if he was confident those stories would have surfaced if the policy on press relations ( reiterated in the recent memo ) had been in place , Gates said yes ."
1,"Despite the passage of time , those involved still argue about whether the investment bank could legally have been saved by the government and the Federal Reserve , and how much difference ignoring critics such as me would have made ."
1,"Trump at the least should have been warned away from a meeting without his own translator to serve , if nothing else , as a witness to what was said ."
1,"If you 'd told me before I started recovery that recovery would mean my voice changing pitch , my radio being tuned to a football station , and my hair getting long and brightly coloured , I 'd have laughed unamusedly at you ."
1,"In retrospect , I wish we had paid more attention to apathy ."
1,The liberal economist Robert Greenstein asked what one would do if there were no work for welfare recipients to perform .
1,"I would not have chosen my life -- -being ugly , fat , dumb , hunchbacked , a loser , part of the bottom of society -- -if I had been asked ."
1,"That 's as strong an indictment as one can get . `` And nothing bad has ever happened once people were freed from religion , right ? I really wish I had n't wasted my time to read this since I mistook it for an article that was actually going to be something that dealt with some research findings instead of just a `` I hate religion '' rant . ''"
1,"Had fuel prices last year remained on par with 2010 , US Airways said , its fuel expenses for 2011 would have been about $ 1.2 billion lower ."
1,Mr. Giuliani said that following a different strategy would have come `` if I knew then that Mueller would not keep his word . '' But he added that Mr. Dowd 's efforts `` put us in a good position to resist a subpoena because there is no 'particularized need ' for the president 's testimony . `` .
1,"If Feingold had chimed in that that moment and offered his support with one or two deliverable demands , the Democratic leadership could have made the bill stronger and given into Feingold ."
1,"`` If I had not been elected president of the United States , we would right now , in my opinion , be in a major war with North Korea , '' Mr. Trump said in his State of the Union address on Tuesday night ."
1,"But the Log Cabin case would by now be moot if Mr Obama had moved faster to repeal do n't ask , do n't tell ."
1,"Strictly , if we want to avoid all `` created '' notions , then what are we doing typing at our keyboards ? You 'll probably say that some notions are more `` useful '' or `` constructive '' , or something , than others , but without deservement we would n't have much trade or much of a legal system , so , yeah ."
1,He did n't have to acquiesce to the emergency declaration - he could have asserted the Senate 's independence at a critical time by passing the spending bill without validating Mr. Trump 's emergency declaration .
1,"But imagine , now , that my wife had instead said : `` Since you 're the one who thinks the bed needs to be made , why do n't you make it ? '' What response would she have been likely to receive ? I would think it would have been an emotional response , rather than a cool and reasoned one ."
1,Dean Paton is a freelance writer who would be one step away from food stamps were it not for his financial investments .
1,If the Fed had an issue with Wells Fargo 's balance sheet -- if it saw real and serious problems that would affect its loan portfolio -- it had all the cover it needed to tell Wells Fargo `` no '' to buying back stock .
1,"Republicans could have turned first to the `` replace '' part of their strategy , developing an alternative piece of legislation that would similarly insure 30 million people at a lower cost , but do it in a different way than the current law proposes ."
1,"But , sure , Mr Obama could have put mini-DREAM into place in January of 2011 , and that would have spared some significant number of innocent , educated , law-abiding undocumented immigrants from deportation ."
1,"I might feel the same , if I were in your shoes , and if I believed as you do . '' Or `` your fear of certain people seems to be overwhelming ."
1,"The $ 5,000 you invested in Coke is now worth $ 5,200 ; the $ 5,000 you might have invested in Google would be worth $ 19,000 ."
1,"If hunters sometimes had produced food waste , they never would have stored it nearby their camp simply so they did n't attract predators like other wolves , or bears or hyenas ( and today native peoples still do so ) ."
1,"`` If we made decisions based on the crazy things that have been said by members of Congress , there likely would n't be many campaigns we could contribute to , '' said Jimi Grande , senior vice president of federal and political affairs at the National Association of Mutual Insurance Companies ."
1,"If Peter had killed himself before coming to the clinic , Vickie would have felt failure and blamed herself , despite having tried everything she could ."
1,"GLOBAL FOOTPRINT Mylan said in a separate statement that the combination would create `` a vertically and horizontally integrated generics and specialty pharmaceuticals leader with a diversified revenue base and a global footprint . '' On a pro forma basis , the combined company would have had revenues of about $ 4.2 billion and a gross profit , or EBITDA , of about $ 1.0 billion in 2006 , Mylan said ."
1,"`` If it was n't for the lotto , Denise and I would probably still be together . ''"
1,Spending in 2017 will be $ 17 billion less than expected -- and would have been even lower if not for the use of `` erroneous outlay rates '' used in estimating costs of health programs for the U.S .
1,"I am sure Microsoft would have liked to put out a new Surface Book this year , if only for the buzz and brand awareness that it would generate ."
1,"`` Based on everything I know , if I had been the physician , the night before , I would have gone ahead . ''"
1,"I should have walked away at this point , but I could not ."
1,"Because the reality is , if Ramon had been at all socially outgoing and actually met a lot of women and had honest conversations with them , he 'd find that there are plenty of women who are not all that interested in sex , if at all ."
1,"Of course , this would n't have been an issue if Ctrip had maintained its growth rates near 40 % , but that did n't happen ."
1,"If the House GOP had forced a shutdown of the Homeland Security Department , as conservatives had threatened , it could have been a genuine debacle for a party trying to show it can govern : Transportation Security Administration and Border Patrol agents forced to work without pay , offices shuttered and more ."
1,"If I 'd been speaking from a place of friendship and love , what I should have said is this : There is some uncertainty about climate change science ."
1,"If a strong bill had passed , maybe Democrats would have had enough union support to win some close races they lost in recent years , such as the most recent presidential election ."
1,"It is quite possible that the abject lawlessness of the Bush administration could have been curbed had there been strong institutional , Congressional barriers in place -- barriers that should have come as a result of the Church and Pike commissions ."
1,"$ 50 billion : The minimum amount by which Berkshire Hathaway 's net worth would exceed its current value `` if it had seized several opportunities it was not quite smart enough to recognize as virtually sure things , '' according to Vice Chairman Charlie Munger 's estimate ."
1,"Some investors appealed , saying claims should be based on sums shown on their final account statements , even if they were fictitious ."
1,Imagine what could have been if Americans had realized they had something to vote for .
1,"`` If we did n't have to build a locomotive that went 125 mph we could have cut a lot of money out of that contract , '' said Gary Eelman , Electro-Motive vice president of passenger locomotive sale , according to Chicago Business ."
1,"If the people who died had not had easy access to lethal means , researchers like Dr. Miller reason , most would still be alive.."
1,"In 2013 and 2014 , PepsiCo spent almost $ 9 million to oppose ballot measures with which labelling would have imposed labeling in California , Colorado , Oregon and Washington State , according to research by the Environmental Working Group , which favors labeling ."
1,"Summer is when Six Flags makes the bulk of its loot , and dangling poor comps through the critical latter part of June would have been grim if the company had n't also reported that July is faring much better ."
