label,sen
-1,政府与团结工联领导的反对派举行的圆桌会议导致1989年6月4日举行了半自由选举。
-3,克拉斯诺亚尔斯克当地的工厂所有权争议一直持续到今天，究其原因，是因为几乎所有原国有大厂都被垄断集团或金融寡头所控制。
-2,在这种控制欲的驱使下浮士德在第五幕导致了三人的死亡：一个旅行者和一对温和的老夫妇。
2,而之所以沙俄方面会采取这样的态度，除去上文所提及的保持友好关系以便往来外，实际上包含设置西伯利亚诸镇以来的各种对蒙措施的东扩计划，方是这一外交关系的深层原因。
1,因为巴纳德星拥有几点与众不同的特征，所以它成为天文学家相当瞩目的恒星。
1,巴纳德星的径向运动朝着太阳接近，所以天文学家可以观测到蓝移。
2,这个耀斑令天文学家大感意外，因为天文学家没有预期到这种年龄的恒星会有如此种强烈的活动。
1,托木斯克州因其处于不利耕作的地区，所以它主要从事肉、奶生产和温室蔬菜种植。
-3,1997年农业生产的实际产量低于俄联邦的平均指标，结果造成了农业和丁业产品价格增长的不均衡。
1,由于超强酸的酸性和腐蚀性强的出奇，所以过去一些极难或根本无法实现的化学反应，在超强酸的条件下便能顺利进行。
1,魔酸是最早发现的超强酸，称它有魔法是因为它能够分解蜡烛中的蜡。
1,尽管最大后验估计与贝叶斯统计共享先验分布的使用，通常并不认为它是一种贝叶斯方法，这是因为最大后验估计是点估计，然而贝叶斯方法的特点是使用这些分布来总结数据、得到推论。
-1,马利基领导的什叶派政府被批评漠视国内占少数的逊尼派和库尔德人，造成族群关系紧张。
0,如果一个记录抹煞行动是完全成功的话，后世是没有办法知道的，因为那个人的存在已经完全抹去，与不曾存在毫无分别。
-1,柯丁丑因为二战期间支持日本军方，其音乐成就遭到两岸政府刻意忽略。
1,而这对所有尺度都适用，因此这方法可以自动去适应图片中不同梯度大小所造成的影响与误差。
1,一些语言，像巴斯克语、德语、罗马尼亚语、拉丁语、人造语言世界语等具有格变化，因为语序较自由，进而可调换的语言亦有可能使用此种语序，纵使这不是它们本身的基本语序。
-3,由于缺乏水源以及生活污水、污染企业废水直排，生活垃圾直倒，造成练江污染严重，整条江几乎成了“黑江”，水质为劣五类。
1,圆山町为台湾日治时期台北市之行政区，濒临基隆河，会得其名，是因为知名圆山位于该町内，原称山子脚。
1,大桥町为台湾日治时期台北市之行政区，濒临淡水河边，在太平町之西，共分一～四丁目，因为町内有台北大桥而得其名，战后划入延平区。
1,下奎府町为台湾日治时期台北市之行政区，共分一～四丁目，因为位于平埔原住民族奎府聚社南方而得名。
1,二维条码通常有特定的定位标记，通过定位标记使读码机正确辨识进行解读，所以二维条码不管是从何种方向读取都可以被辨识。
0,至秦朝征服岭南地区的时间，岭南地区被认为处于青铜时代初期；所以人口合理地稀少。
-1,原本伊苏系列应该有一致性的世界设定，但是随着初期开发人员的流失，造成后来设定上的矛盾渐增，所以开发人员重新检视伊苏系列的整体性。
1,在地球上可以观察到一些行星际物质造成的现象，黄道光是沿着黄道面伸展开来，散布得很广但很微弱的光，可以在某些季节的日出前或日落后看到。
1,另一个相似的现象是对日照，出现在夜晚背向太阳位置的天空上，他比黄道光还要暗弱许多，是在地球轨道外的尘埃粒子反射阳光造成的。
-1,70年代末，为避免设备养护不善而导致脱轨，纽约地铁不少路段须限速运行。
-2,纽约地铁逃票现象导致运输局失去大笔收入。
0,以下仅列出导致人员伤亡或严重破坏的事故。
1,水道町为台湾日治时期台北市南端之行政区，位于富田町之西，滨临新店溪，因为位于自来水水道起设处而得名。
1,新起町为台湾日治时期台北市之行政区，共分一～三丁目，因为位于本来的新起街而得名。
1,太平町为台湾日治时期台北市之行政区，共分一～九丁目，因为町内有太平街而得名。
1,筑地町为台湾日治时期台北市之行政区，共分一～五丁目，位于艋舺北部，该町因为地势低洼，为解决积水与泛滥之苦，而将沼泽填筑成新地得名。
1,日新町为台湾日治时期台北市之行政区，共分一～三丁目，位于大稻埕太平町之东，该町因为有日新街而得名。
1,滨町，为台湾日治时期台北市之行政区，共分一～五丁目，位于艋舺西北端，该町因为濒临淡水河，为该河之滨岸而得名。
1,御成町为台湾日治时期台北市之行政区，共分一～五丁目，位于大稻埕东南端，因为辖内有裕仁太子行启台湾所立之御成碑而得名。
1,宫前町为台湾日治时期台北市之行政区，该町因为通往台湾神宫之要道而得名，也有知名之宫前公学校。
1,元园町为台湾日治时期台北市之行政区，位于西门町及新起町之西边，该町因为重视茉莉花农园而得名，后该园区改植麻笋。
1,故事述说一位名叫百鬼丸的男孩，因为父亲梦想称霸乱世，于是与四十八只魔神做出约定，将百鬼丸的身体分为四十八个部份，让魔神拿走。
1,因为这些组合的限制更加严格，所以在这些运算之下的闭合子集也更多。
1,因为电容会令电流领先电压90度，所以相角部份是-90度。
-1,由于比赛的对抗性，尽管台上选手一般都表现得大度、不计较得失，但台下的支持者常常因为各种原因爆发冲突。
1,环状线在北环段规划、施工前，本站是第一阶段的端点站，因此车站以北留有尾轨以预备衔接北环段，但因为尾轨过短，故不像过去文湖线中山国中站一样可停放车辆调度。
1,相当困扰亚历山德拉的是她必须放弃基督新教路德派的信仰，因为俄国皇后必须是东正教教徒；但她最终被说服，而且后来还变为相当忠诚、甚至接近狂热的东正教信徒。
1,由于冷笑话大多无聊，内容奇怪，实用意义不大，所以有的人听得冷笑话越多就越不冷。
-1,请大家想想，因为珀西瓦尔先生，使法律的公正不能申张，使我的家庭和我自己都彻底崩溃了。
1,开信刀通常为柳叶状，刀身薄而小，因为切断纸张不须要太费力，用指力就能完成动作。
0,而自1942年开始，德军军方内部人士开始宣传希特勒会导致德国一步步面临灾难性后果，因此希特勒必须遭到免职下台的论点。
0,尽管史陶芬堡并没有亲眼确认希特勒确实因为爆炸而丧命，但是他看到爆炸过后的混凝土建筑、飞散的瓦砾碎片与冒出的浓烟后便认定任务已经完成：希特勒已经在这次暗杀行动中身亡。
0,另外身为亲卫队正式成员并且曾负责指挥过别动队的则因为反对纳粹党的态度而被牵扯政变中，他反纳粹的原因来自其多年的警察暨侦探背景和对于无能的亲卫队机关治安警察的否定态度。
0,对于7月20日密谋案之所以并没有成功推翻希特勒政权，后来被认为主要有三个原因：。
-1,原本政变份子计划在希特勒被刺杀后立即组成新政府来与盟军谈和，但因为行动失败反而使得大部分预定成员遭到处决，以下为1944年7月时预计组成的内阁名单：。
-3,因为涉嫌参与7月20日密谋案而遭处以死刑的过去担任过别动队总指挥，曾经对犹太人和其他平民发起多次屠杀，并在亲卫队国家安全部担任刑事警察局负责人时主导针对罗姆人的吞灭行动。
1,夹竹桃，又名洋夹竹桃或欧洲夹竹桃，是龙胆目夹竹桃科夹竹桃属的唯一一种，为常绿灌木或小乔木，原生于地中海盆地，因为茎部像竹，花朵像桃，因而为名，也是具观赏价值的中草药。
1,对夹竹桃的中毒或反应很快会出现，所以对怀疑或确定夹竹桃中毒的人或动物须立即进行治疗。
-1,古希腊城邦不断发展，引致人口增多，但希腊半岛山地多平原少，所以田地和粮食均不足。
-2,希腊城邦衰落的主要原因为城邦内讧，产生阋墙之争。
0,至2011年9月为止的统计资料，同奈省有小学297所，初中167所，中学16所，高中48所以及一所初级普通中学，此外，还有263所幼稚园。
0,婚后至2006年因台开案内线交易炒股事件造成赵建铭被收押一个月，震惊社会，最后以1700万元交保。
-1,2013年1月壹周刊报导台南麻豆新楼医院骨科主治医师赵建铭，帮一名女病患进行手术时，病患动脉破裂大出血，导致病患差点丧命，被控医疗疏失避不见面，仅弟弟赵建勋近日曾探访病患。
-1,内线交易可以是完全合法的证券交易行为，但是由于内线交易造成市场不公平，所以在多数情况之下，内线交易常被使用在违法的犯罪行为描述。
1,违法的内线交易行为虽然普遍相信存在于股票市场，但是实际上受到起诉的案件相当多，但证明内线交易罪行有一定的困难，所以有地方拟设董事禁售期，为防万一内线交易。
-1,强化人一样能使用感应波，也能驱动精神感应装置，但是这样的能力并非与生俱来的，因此强化人的身体及心理往往会因为承受相当大的负担，而产生各方面的问题。
1,王竣本名王俊，因为后归隶之胡宗南部先有一师长亦名王俊，因此被该军军政部改名为王竣。
1,频谱中的梳状峰值是因为系统周期的不连续性，极点的位置满足：。
1,泌水入荥阳称“蒗荡渠”，可写作“两棠”，所以此战又可称为“两棠之役”。
-1,此时，晋将魏锜求为大夫未成，赵旃求为卿未成，因此对荀林父早已心存不满，因此假借荀林父之名，擅自向楚军请战，希望能造成晋军的失败。
1,初期池袋站只有现时由山手线使用的两座月台，但1980年代以后，因为增加了湘南新宿线和延长原有埼京线的服务范围，所以本站的月台配置也按年有所改变。
1,乳房摄影术的伪阴性率至少有10%，部分是因为小肿瘤被致密的组织遮掩，而且摄影时肿瘤的影像会和大量的正常组织重叠，不易分辨。
1,放射技师在夹时会调整夹子的力道，所以一般不会疼痛。
1,有时候判读乳房摄影的结果相当困难，因为即使正常妇女的乳房影像看起来也各有不同。
1,因为硝酸银遇到氯离子会产生不溶于硝酸的白色氯化银沉淀，因此可用来检验氯离子的存在。
-1,大同大学早期办学无比艰辛，因为其办校经费不向社会募捐，不接受私人或团体赠款，仅靠立达学社社员自筹，所以几乎难以为继。
0,日式绑缚对道具特别是绳索的要求很高，与一般的绳子有很大区别，这种特制的绳索不会对被绑缚者的身体造成伤害。
0,因为依赖类型论允许类型依赖于程序，有一个自然的问题要问，程序依赖于类型或者任何其他组合是否是可能的。
1,很明显通过这些定理，相继式演算不改变真理的概念，因为同一组命题仍然是真的。
0,所以在相继式演算中生成证明的种类和从自然演绎中生成的是相当不同的。
1,由于塔门人口稀少，现时只有街渡连接深涌、荔枝庄、黄石码头等地，所以往往跟这些乡村范围划为同一个选区。
1,因为芬兰与瑞典间没有客运火车营运，所以凯米便成了接驳瑞典边境的陆路交通转驳点。
1,斯特拉福·坎宁是辉格党的支持者，所以早在1780年代，他便介绍坎宁给查尔斯·詹姆斯·福克斯、埃德蒙·伯克和理查·布林斯里·谢里敦等辉格党员认识。
1,余下的三架飞机继续他们的旅程，他们得绕过没有准许他们飞越的苏联，所以经过日本、朝鲜、中国沿岸、香港、印支半岛、泰国、缅甸、印度、中东之后到达欧洲。
1,加兰德因为被解职，而得到了成立他自己的第44战斗机中队的机会。
1,由于直属总部，所以各警备总队的辖区未必与各地区警备司令部辖区相同。
1,在青少年阶段，如果某项技能特别出色或达到特定条件就可以申请奖学金，因为游戏内定每个大学新生开始时只有模拟币500元，必须要加上奖学金才有足够的钱租房子。
-1,东名高速酒后驾驶事故是发生在1999年11月28日，日本一名货车司机酒后驾驶发生车祸，导致私家车上一对姊妹死亡的惨剧。
-1,2000年6月，神奈川县座间市一名造形作家无照酒后驾车发生车祸，造成一名大学一年级学生丧命。
0,这件事件导致台湾民众对第一亲家的印象大为反感，连带影响了台湾民众对第一家庭及总统陈水扁的观感。
1,双塔式大厦中央天井是留空的，优点是空气流通，尤其在夏天塔内单位大多打开门户，而每层每户大门均是互相对望，所以若有偷窃发生，容易被人发现，故其设计上具有保安功能。
-1,2005年，联电因为违反政府的中国大陆投资规定间接投资和舰科技而遭到新竹地检署搜索，并被控以背信及违反商业会计法，曹兴诚也因而辞去联电董事长职务，目前为该公司的荣誉董事长。
1,由于海盗队投手在飞靶射击时弄伤了肩膀，所以他的队友必须独力完投五场。
1,由于仁慈的海盗队老板决定把他可以分配到的门票收入也分给球员，所以败队球员每个人分到的奖金反倒比胜队球员还来得多。
-1,当时因为战况紧急，只能着部下暂时将刘桂五遗体仓促掩埋在河岸附近的乱石中。
1,水稻种植业是劳动密集型农业，生产过程复杂，劳动强度大，需要投入大量劳动来精耕细作，所以需要分布在人口稠密区。
1,据苏慧伦自己所述，这个英文名字是以前看杂志时，看到这个英文名字而觉得不错，但当时觉得杂志应该是写错字了，所以就自己改成了。
-1,1998年12月15日凌晨，因为败血症引发的心肺衰竭，病逝于台北市万华区的私立仁济医院，享耆寿92岁。
1,心理学时间箭头也与因果时间箭头有关，因为我们总是记得过去同时能够影响将来，因此我们把过去看成是将来的原因。
1,对于大点的容器，不能自动分离只是因为这太不可能发生了，甚至耗尽整个宇宙的寿命也不够。
1,肝脏移植可以说是最有效的根治方法，因为绝大部分的基因缺陷所导致的蛋白质缺乏都是在肝脏内发生，所以移植肝脏通常可以治愈威氏症。
0,第一次世界大战时，为了巩固大西洋防线，美国海军接收了约克县内一座非建制镇和附近的区域，并将其改造成贮存弹药的仓库。
-1,1975年，县内的普库森市独立设市，这导致约克县的面积大减40平方公里。
1,注意：因为西安80是中华人民共和国制定的国家大地坐标系，因此超出中华人民共和国范围的坐标值是没有意义的。
0,※由于剧本设定不断修正，所以下列资料会有更改的可能。
-3,18世纪，阿富汗人侵入伊朗导致萨菲王朝几近崩溃。
1,纽卡斯尔公爵自1756年起享有的特权是：在国王加冕仪式上，他可向国王或王后献一只右手手套；并在加冕过程中，扶住国王右臂，因为国王手持着权杖。
-1,1999年被取消的规定，实际上取消了承担风险的投资银行与接受存储的商业银行的隔离，使得投资银行家可以成为商业银行的上司，因此造成利益冲突。
0,大多数经济历史学家把美国经济崩溃的原因归罪于1929年华尔街股灾，只有奥地利经济学派认为其原因是对基于黄金的美元丧失信任的外国人大量出售以及美国本国收藏美元的人怕政府放弃金本位而导致的。
0,除废除格拉斯-斯蒂格尔法案外在近期内引入的其它可能导致金融危机的措施有公平市价会计、巴塞尔协议和可调整利率抵押等。
1,而马克·韦伯和他的队友尼克·罗斯伯格因为更换了引擎，所以他们在正赛退后10位发车，分别排在第19和第22位发车。
-1,2005年7月21日，位于本站附近的海珠城广场基坑发生基坑挡土墙发生倒塌事故，地铁公司以安全原因为由暂停地铁2号线中大站至市二宫站区段的运营。
1,尽管得到莫瑞同意，但由于没有签正式的合约，所以柯波拉只好将他的话当真。
0,柯波拉觉得要自己投资作品，因为她想持有，并害怕与北美工作室协商发行权会威胁到她对电影的影响程度。
0,正好相反，是故意往对方虎口里填子，让对方多下一子吃下自己棋子，而造成对方棋子的气减少，使自己可以进一步反打吃对方棋子的。
-1,1970年下半年，波兰因为恶劣的经济情况引发了暴乱，吉瑞克取代了瓦迪斯瓦夫·哥穆尔卡成为第一书记，承诺将改革经济体系、工厂现代化与增加日用品的供应。
-3,种族隔离政策结束后，南非迎来了人口大爆炸，因为黑人们开始被允许进入城市。
0,建造成本估计约为20亿美元，预计五十年内收回成本，但至盈利只有300万欧元。
1,倒脱靴又称作脱骨或提后再断是围棋中一种很特别的攻防技巧，通常使用于在双方两块棋在边上互杀时，常可造成双方死活的大逆转。
1,因为外部的电压越大，以及电极的接触面积愈大，所指示的电流亦会增大，所以外加的电压和电极面积的选择要保持在使得电流处于微安级，用以确保电极附近的反应不会让溶液浓度变化。
-1,2002年，李维拉因伤所困扰，所以成绩只有28次救援成功。
0,当选项很多时，单选下拉式选单可能比较适合，因为它所占用的画面空间比无线电钮来得要少。
2,因为医学讲求时效，重视新知，因此医学图书馆的馆藏资料特别重视具有时效性的期刊，举凡防治疾病的最新理论或方法、新药的合成与试验结果的文章都能先在期刊上找到。
-3,最终地，在假设时钟的下午8时2分，经由火山爆发释出足够的二氧化碳，造成了温室效应，使得全球变暖。
0,当选项很多时，多选下拉式选单或每一条目自带小核取方块的列表框可能比较适合，因为它所占用的画面空间比核取方块来得要少。
0,国中荐送方式只采计国中在校成绩做为分发依据，但段考命题教师可能因命题不公或泄题，造成任教班级成绩异常高分，非任教班级异常低分，进而影响学生分发时的排名顺序。
2,在宋朝时，因为商业的蓬勃，规模较大的移民亦在此时开始。
-3,清代香港历史第一件大事是迁界令，导致宋代以来的经济和社会发展一蹶不振。
-1,因为经济、交通和人口的膨胀，海盗开始自宋朝开始出现。
0,因为卡尔梅克人散居西伯利亚，他们的语言跟文化可能遭到无可挽回的损失。
1,由于目前还不可能证明一个数永远不能形成回文数，所以“196和其他那些不能形成回文数的数是利克瑞尔数”这一命题仅是猜想而非已获证明。
-1,不久之后徐阶便遇见了因为大礼议事件被贬官的杨慎、安磐和王元正，他为三人准备了盘缠，心想着也要做出一番贡献，但是由于父母俱在而顾忌许多，非常不乐。
0,这一事件最后被多人所职责，认为高拱浅衷狭量，甚至导致了后期高拱担任首辅时尽反徐阶隆庆初年的政事。
1,边贡早负才名，因为文学理念相近，加上同时尊崇复古文风，因此与李梦阳等人并列为前七子。
1,因为罗安达相对其他城市较为安全，本国人也会移民至此。
1,1630年，郑成功被接往中国，但田川氏因为江户幕府禁止日本人出国而无法随行。
1,进入台湾日治时期之后，由于大正八年进行市区改正而拓宽庙前道路，导致该庙门前有部分被拆除。
1,哈拉雷之所以与非洲多数城市景观不同，是因为这最初是由白人所建立的欧洲式现代化城市，环境优美，布局整齐，多公园、绿地。
-3,多哥90年代的政治不稳定状况对洛美的旅游业造成严重影响。
1,被宿命所引导，因为在各种场合中的遭遇而逐渐聚集的八犬士，最后都来到里见家任官。
-1,罗斯本来是纽约史前历史博物馆的古生物学家，后来因为一块三明治而与博物馆上级发生误会而解职。
1,从设置监控摄像头后的2010年1月到2月的色狼受害比去年同期减少了，因为效果显着，同年6月以后，在包括70-000系在内的本线运行的所有车辆上追加设置了车内监控摄像头。
1,根据电视记录片，因为公爵区的居民大多都“闻起来像粪便”，所以就用粪便的俚语“”来命名这区，而就是“”的简写。
-3,2001年9月21日，图卢兹发生，造成30人遇难，成为现代法国最严重的安全生产事故和环境污染事件。
1,博学好议论，因为文学理念相近，加上同时尊崇复古文风，因此与李梦阳、何景明、康海等人并列为前七子之一。
0,因为李旦与颜思齐背景极为相似，部分史书与历史学者一度以为李旦化名颜思齐，不过已证实两者为不同人，颜可能是李的副手。
-1,1974年因希腊所支持的政变造成土耳其入侵，部分城市区也被土耳其人占领，使首都一分为二，北赛普勒斯对外宣称北尼科西亚为其首都。
1,由于日本需要中国的货物，但不能直接到中国进行贸易，所以日本商人只好南下到台湾与中国商人会合，在此进行生丝、布匹、金银等商品的交易，使得台湾成为中国、日本二地商人的贸易转运站。
-3,2010年10月16日到20日的枪击案造成70多人丧生，100多人受伤。
1,因为文学理念相近，加上同时尊崇复古文风，因此与李攀龙等人并列为后七子之一。
1,魔酸，又名氟锑磺酸，是较早发现的超强酸之一，称它有魔法是因为它能够分解蜡烛中的蜡。
-3,在台风启德吹袭越南期间，造成24人死亡，14人受伤，损毁近7500间房屋。
1,不少人以为烧炭是一种容易、不痛苦以及能保留全尸的自杀方法，不过这种见解被专家质疑，因为在缺氧期间，自杀者应该会感到气促。
-1,也由于香港人爱到郊外[[香港烧烤文化|烧烤]]，木炭在大多数的便利店或超市都可以购得，所以造成这种独特的自杀方法。
1,天顺五年七月，曹钦因为私自掠夺家人曹福来，为言官弹劾。
1,甲状腺功能亢进症，又称甲状腺机能亢进症，简称甲状腺亢进、甲亢，是一种由于体内过量的三碘甲腺原氨酸和四碘甲腺原氨酸造成的临床症状。
-1,有一种少见的并发症称为甲状腺风暴，其中也会因为感染使病情恶化，会有意识不清、发高烧等症状，甚至会导致死亡。
-2,美国甲状腺亢进的病例中，约有50%至80%是因为弥漫性毒性甲状腺肿而造成。
1,近年，因为元朗公路、青朗公路及西铁等的开通，加速了新市镇的发展，有数个中大型私人屋苑已在周边地区建成。
-1,相比2005年政府提出的方案，2014年新方案规模有所削减，减建三分一住宅座数，但区内居民和环保团体对方案仍不满意，其中黄屋村村民担心会造成屏风效应，破坏该村风水。
-1,1999年香港政府提议将洪水桥发展成为一个具有环境保护概念的环保城，然而因为收地进度缓慢，加上当时楼市瞬息万变，对于住宅的需求明显地减低，计划于2003年搁置。
1,漫画的故事比动画短，结局也有点不同，美穗知道每次变身会消耗皮古和摩古的力量后，因为不想伤害牠们而放弃使用魔法。
-2,1943年下半年开始，由于边区政府滥发边币，造成边币失去信用，急速贬值，物价暴涨，一些地方开始拒绝使用边币，重新开始流通法币。
0,在2008年，有不少摩天大厦及大型屋苑落成，所以估计现在不止以上此数。
1,而鞭蝎也与裂盾目、无鞭目和避日目，一样视力非常的差，所以必须要使用特化的第一对脚在前方探测作为传达的器官。
0,鞭蝎通常栖息于较为黑暗潮湿的地方，例如倒木下、岩石下，或牠们自行挖掘的巢穴中，因为鞭蝎会有自相残杀的习性，所以几乎都是独自居住在自己的巢穴下。
-1,除了大量的技术变动因为水浸而导致进一步的技术变动外，建设成本增加的原因还包括一些额外的开支。
-2,在另一篇评论中，证实了德国铁路董事会对地下空间的变动造成成本显着增加。
3,华特迪士尼世界度假区又称为奥兰多迪士尼度假区、佛州迪士尼度假区，又因为是世界最大的迪士尼度假区所以简称迪士尼世界是一座位于美国佛罗里达州奥兰多的巨型迪士尼度假区，亦是全球规模最大迪士尼度假区之一。
-2,郑开大道通车后，并没有按快速路标准实现上下分离与快慢分离，沿线村庄与平交路口较多，导致交通事故高发，2013年曾被中央电视台评为十大危险路段之一。
1,小马座位于飞马座西南，宝瓶座之北，是托勒密星座中最小的一个，没有亮于3等的恒星，所以在夜空中寻找到它有点困难。
1,然而，法官并非仅是因为被她的美丽所征服而引罪不究，而是在古希腊的文化中，身体的美丽往往被认为体现了神性或是证明了神明的眷顾。
1,"因为仿射密码仍为单字母表密码,其依旧保留了该类别加密之弱处。"
-1,在第一次世界大战开始后，德国便将大量商船改造成袭击敌方商船的武装袭击舰——通过在定期班轮和其他船只上安装大炮——派遣它们去搜寻并袭击协约国的商船。
1,下一艘被阻截的船是丹麦籍帆船维京号，但由于丹麦是中立国，而且这艘帆船上也没有什幺特别的货物，所以放行维京号。
1,由于新田乡村人口不足以成为一个区议会选区，所以往往跟邻近的牛潭尾、米埔、落马洲乡村范围划为同一个选区。
-3,1897年11月曹州教案中，两名德国籍圣言会传教士能方济和韩理加略被杀，德国政府借机强行占领山东胶州湾，引发中德冲突，最终导致了义和团事件。
1,因为救世军人强调，要帮助一个人，除了物质上的需求以外，还有心灵上的需求，因此救世军人在事工上注重兼顾全人身心灵的服务。
1,另外有些救世军人因为个人条件上的限制，也可在军校毕业后选择三年合约制的中尉阶军官，成为全职传道人。
1,在闭塞方式发明以前，列车出发前与车站联络后，照时刻表运行；但是当运行图无法精准确认的时候容易发生冲突，无法根本的防止追撞事故，所以开始研究闭塞方式作为预防方案。
1,由于该方法也有类似的缺点，并且因为是连续的轨道电路，容易改造为自动闭塞，现在这种方式基本上都已经被改造了。
1,若管理人因为管理事务而负有债务，此时本人对于该债务必须负清偿的责任，不过仍然必须要该负债为必要且有益者才行。
-1,中国自汉朝武帝时开始将势力渗入西域，车师因为位于西域东侧，受到汉朝极大压力，因此与匈奴联合，为其充当耳目，并攻劫汉朝使节。
-1,因为黄教熟悉山区，且以游击方式攻打兵力薄弱的军营官衙，行动敏捷，清朝官府即使动用千人军队，仍无法捉缉到案。
1,犹太教不主动到外族人中传教，因为犹太教不太愿意外族人改宗犹太教。
1,这地图的小河有着长方形的流径，因为其依着岩石的接合平面流动。
-1,在其成为国家公园前，因为地处偏僻，并且缺乏住宿设施及通往南犹他州的公路，所以甚少旅客前往。
1,那些高流速的水流得益于隆起运动所造成的岩石裂缝，得以移除所有新生代的岩层并在高原上切出峡谷。
1,尊尼获加的商标本来是一个走路中的英国绅士，但到了2000年代初期，为使商品更国际化，所以把原来清楚的人像变成一个抽象形体，去除了原来商标人物的种族特色。
1,2003年，缪斯乐队成功地在一起诉讼中战胜雀巢咖啡，因为后者在未经允许的情况下在其产品广告里使用了歌曲。
1,2005年2月，美联社报道称雀巢在一场诉讼中并被判赔偿1560万美元给拉塞尔·克里斯托弗，因为前者在未经后者允许的情况下在大约5年的时间里在其产品的标签上使用了后者的一幅图像。
1,大寨的名称是因为北宋时，宋军在此驻兵抗击辽兵，因此得名。
-1,而汉口站在新建正线被绕过之后，较多的普速列车不再进入汉口站而直接通过正线进入武昌站，增加了武昌站的客流压力及拥堵程度，导致办客时间增加。
1,在古代人们经常把癸干忒斯反抗宙斯的叛乱理解为“泰坦的复仇”，因为如果癸干忒斯获胜，其结果将很类似于泰坦复辟。
0,支持者们认为氧气在大气层里是不稳定的，因为有太多的反应可以消耗氧气，主要是铁和硅的氧化过程。
1,这种多细胞生物的发育有可能是演化压力增长的结果，而演化压力的增长则是地球冻了又融，融了又冻造成的。
0,另一种解释赤道附近发生冰封原因的理论认为当时地球的黄赤交角比现在大，有近60度，导致赤道地区变成“高纬地区”，而这可能与地磁偏角发生变化有关。
1,1889年5月，他们在河南瑞仁大街租舖一间，修葺成堂，当时未为教会订名，所以在所在地命名为瑞仁大街福音堂。
-1,2009年，香港政府计划增加免费电视牌照，造成香港免费电视牌照争议，与政府一向对香港免费电视行业的意见和取态背道而驰。
-1,此外，事件爆发后，凤山总兵奉令率军前往大甲协助平定，导致凤山守备松散，曾参与朱一贵事件的旧部便趁机起事，造成凤山的吴福生事件。
0,所以近年来也有人将此台湾前五大财阀，即台塑王家、远东徐家、国泰与富邦蔡家、和信与中信辜家、新光与台新吴家，称为新台湾五大家族。
0,行郊尽管为清领时期甚为流行的商业组织，但终究因不敌环境和社会变迁而走向衰落，造成行郊衰败原因，兹列如下：。
1,阿联为幻象战机的首位国外用户，1983年便订购36架，不过因为和法方要求内装更换为义大利制电战系统，实际交机到1989年才开始执行。
-1,基辅地铁因为历史攸久，车站设计的实用性亦显得落后。
-1,原先另规划服务三张犁旧社区之信义环状线，因为庄敬路太窄，庄敬路居民强烈反对而中止。
1,一期路网原先分为三线，2004年送审，信义环状线因为庄敬路沿线居民反对而取消，信义松山线及内环线则合并为一条线。
-1,球队在2007年遭遇困难，球队和管理都爆发出可问题，导致斯达在联赛中以第13名收官，球队也降入了挪威甲级联赛。
-1,奥运赛季结束不久，亚古丁被确诊患有先天髋关节缺陷，这困扰他已久的严重伤病最终导致他不得不提前结束作为业余选手的竞技生涯。
1,内有后山，后山中有生态池和露营地，但因蛇曾出没，并留下蛇皮，所以校方目前禁止学生前往。
2,三条路线都以三圣站为转车站，所以如果三圣站完全建成，其规模非常庞大，轻铁亦能覆盖近乎整个新界西新市镇地区。
-1,1738年，阮福濶成为第九代广南国君主，称号武王，他是个贪图享受、沉迷女色、穷兵黩武的君主，在位期间加重了对百姓税收，导致了广南国境内百姓的不满。
1,因为其外形如此，故其拉丁文中被名为剑，其三部分为。
-1,新人选秀会自第五季开始实施，期间受限于大专条款过渡期，加上制度本身的不完善，导致引起不少争议。
1,之所以把美国包括进来，是因为人们偶尔在该国西南部，特别是亚利桑那州、新墨西哥州和德克萨斯州见过美洲豹。
1,另外，设立保护区时，周边地区往往是工作的焦点，因为美洲豹不可能把自己限定在某个保护区里不出去；种群规模扩大时，它们就更不可能把自己局限住。
1,去极化的跨膜电流造成兴奋性的突触后电位，超极化的跨膜电流造成抑制性的突触后电位。
1,依国土交通省的定义，霞浦是由西浦、北浦、外浪逆浦、北利根川、鳄川、常陆利根川等所构成的水域总称，其中西浦是最大的湖泊，面积为172平方公里，所以有时候霞浦也专指西浦而言。
-1,为了让黄铜更好加工，黄铜里面通常有2%的铅，由于黄铜广泛用于自来水管线中，造成了健康问题。
-1,此阶段最终要的变化是沟通：人们在适应一个新文化的时候，往往会因为不适应新环境和见不到熟悉的人而感到孤独、想家。
1,艾辛因为饰演这个角色，而获得2006年艾美奖最佳男配角的提名。
0,在哈里斯接受医生评估的期间，他被规定服用抗抑郁的药物兰释，一些分析认为这种药物可能促成了哈里斯的攻击行为，主张这种药的副作用会导致侵略性的增强和同情心的丧失。
0,除此之外，也有说法指这是因黑话而造成的一场误会。
-2,由于传统重男轻女观念和客观条件的限制，一胎化政策造成男婴比例的迅速增加，尤其是农村地区。
0,长期计划生育政策可能造成征兵工作的困难，还使独生子成为兵员主体，其作战能力受到广泛质疑。
-1,城市人口比例：因为城镇居民大多只能生育一胎，而农民大多可以生育两胎，造成城镇居民人口的萎缩，此举被认为和中国现在的城市化进程相矛盾。
1,要确定一个分支，必须有足够大量的共源性状，才能说明这种特征不是由于共同的祖征，不是由于趋同进化造成的同形相似。
